238
0	0.381718706
0.004219409	0.381355389
0.008438819	0.381163044
0.012658228	0.381141672
0.016877637	0.379346455
0.021097046	0.378171016
0.025316456	0.378534334
0.029535865	0.378598448
0.033755274	0.378192387
0.037974684	0.376097968
0.042194093	0.375221731
0.046413502	0.375392704
0.050632911	0.374772927
0.054852321	0.375542305
0.05907173	0.375798765
0.063291139	0.376867346
0.067510549	0.37941057
0.071729958	0.382830031
0.075949367	0.384817593
0.080168776	0.387040243
0.084388186	0.390823021
0.088607595	0.395588895
0.092827004	0.4006326
0.097046414	0.406573914
0.101265823	0.412173281
0.105485232	0.420444102
0.109704641	0.428629437
0.113924051	0.438994678
0.11814346	0.449851467
0.122362869	0.46246073
0.126582278	0.475411938
0.130801688	0.487144964
0.135021097	0.500951038
0.139240506	0.51368853
0.143459916	0.529033361
0.147679325	0.544891111
0.151898734	0.559851253
0.156118143	0.574939625
0.160337553	0.58915176
0.164556962	0.607574106
0.168776371	0.623303627
0.172995781	0.641255797
0.17721519	0.657006689
0.181434599	0.676326644
0.185654008	0.691030326
0.189873418	0.708384091
0.194092827	0.725566882
0.198312236	0.742578701
0.202531646	0.759419546
0.206751055	0.774999466
0.210970464	0.790942703
0.215189873	0.804684661
0.219409283	0.818469364
0.223628692	0.830159646
0.227848101	0.84567545
0.232067511	0.858819004
0.23628692	0.87121455
0.240506329	0.880596696
0.244725738	0.893270073
0.248945148	0.903229253
0.253164557	0.914000556
0.257383966	0.923874249
0.261603376	0.931226091
0.265822785	0.941420359
0.270042194	0.947425787
0.274261603	0.954991344
0.278481013	0.958945096
0.282700422	0.96593362
0.286919831	0.970763608
0.291139241	0.975144793
0.29535865	0.979119916
0.299578059	0.981363938
0.303797468	0.983971277
0.308016878	0.9879464
0.312236287	0.991023915
0.316455696	0.992413071
0.320675105	0.992626787
0.324894515	0.995597444
0.329113924	0.998375756
0.333333333	0.99803381
0.337552743	1
0.341772152	0.999935885
0.345991561	0.998568101
0.35021097	0.997178945
0.35443038	0.993567139
0.358649789	0.988331089
0.362869198	0.981192964
0.367088608	0.976149259
0.371308017	0.970763608
0.375527426	0.963753713
0.379746835	0.956615589
0.383966245	0.947019726
0.388185654	0.934859268
0.392405063	0.923446817
0.396624473	0.910752068
0.400843882	0.893804364
0.405063291	0.878630506
0.4092827	0.865016777
0.41350211	0.849308628
0.417721519	0.830351991
0.421940928	0.812057874
0.426160338	0.794298049
0.430379747	0.774187344
0.434599156	0.756256545
0.438818565	0.734457481
0.443037975	0.715137526
0.447257384	0.694022355
0.451476793	0.672949926
0.455696203	0.6536086
0.459915612	0.637195187
0.464135021	0.617917976
0.46835443	0.597743156
0.47257384	0.580496249
0.476793249	0.562864653
0.481012658	0.546664957
0.485232068	0.531213268
0.489451477	0.514821226
0.493670886	0.498877989
0.497890295	0.487144964
0.502109705	0.477591845
0.506329114	0.466029792
0.510548523	0.457032335
0.514767932	0.446752581
0.518987342	0.438374901
0.523206751	0.430638371
0.52742616	0.425487808
0.53164557	0.420636447
0.535864979	0.416255263
0.540084388	0.413498322
0.544303797	0.410121604
0.548523207	0.407386036
0.552742616	0.40599688
0.556962025	0.405419846
0.561181435	0.402192729
0.565400844	0.401829412
0.569620253	0.400418884
0.573839662	0.403218568
0.578059072	0.403175825
0.582278481	0.406210596
0.58649789	0.407129576
0.5907173	0.409373597
0.594936709	0.410762753
0.599156118	0.413327349
0.603375527	0.416233891
0.607594937	0.417879507
0.611814346	0.421042508
0.616033755	0.423222415
0.620253165	0.426064842
0.624472574	0.429868992
0.628691983	0.431792439
0.632911392	0.434186061
0.637130802	0.435382873
0.641350211	0.437391806
0.64556962	0.43888782
0.64978903	0.442862944
0.654008439	0.444508559
0.658227848	0.447586074
0.662447257	0.449723237
0.666666667	0.451155137
0.670886076	0.451774914
0.675105485	0.452800752
0.679324895	0.456626274
0.683544304	0.455472206
0.687763713	0.457075079
0.691983122	0.457652113
0.696202532	0.459661046
0.700421941	0.459639674
0.70464135	0.459896134
0.708860759	0.459490073
0.713080169	0.457459768
0.717299578	0.457844457
0.721518987	0.45827189
0.725738397	0.458506978
0.729957806	0.456070612
0.734177215	0.453826591
0.738396624	0.453484644
0.742616034	0.454254023
0.746835443	0.453719732
0.751054852	0.451240623
0.755274262	0.449402663
0.759493671	0.447180013
0.76371308	0.44542754
0.767932489	0.443119403
0.772151899	0.442328653
0.776371308	0.441751619
0.780590717	0.440298348
0.784810127	0.439764057
0.789029536	0.438609989
0.793248945	0.436365968
0.797468354	0.435767562
0.801687764	0.435147785
0.805907173	0.432390844
0.810126582	0.431621466
0.814345992	0.430616999
0.818565401	0.429633904
0.82278481	0.426235815
0.827004219	0.424440598
0.831223629	0.422431664
0.835443038	0.420251758
0.839662447	0.419247291
0.843881857	0.41805048
0.848101266	0.417452074
0.852320675	0.414481417
0.856540084	0.412536599
0.860759494	0.410570409
0.864978903	0.408967536
0.869198312	0.407193691
0.873417722	0.406552542
0.877637131	0.403603257
0.88185654	0.403945203
0.886075949	0.403389541
0.890295359	0.401060033
0.894514768	0.400247911
0.898734177	0.397790173
0.902953586	0.398046633
0.907172996	0.396999423
0.911392405	0.396422389
0.915611814	0.395204206
0.919831224	0.393601334
0.924050633	0.39381505
0.928270042	0.393216644
0.932489451	0.392810583
0.936708861	0.391036738
0.94092827	0.39105811
0.945147679	0.389412494
0.949367089	0.388792717
0.953586498	0.38778825
0.957805907	0.387382189
0.962025316	0.386783783
0.966244726	0.386805155
0.970464135	0.385757945
0.974683544	0.386164006
0.978902954	0.386954756
